collection,section,part,item,item_type,question,option_a,option_b,option_c,correct_answer,level,topic,source_page
goyal-a1-young-learners,writing,Übung 25,2,matching,"Bilde Sätze, die einen Sinn ergeben (Person + Land + Sprache). — Michael Schuster (Flagge Deutschland)",,,,Michael Schuster kommt aus Deutschland. Er spricht Deutsch.,A1,personal-info,049
goyal-a1-young-learners,writing,Übung 26,2,matching,Verbinde die Personen mit ihrer Nationalität. Schreib Sätze wie im Beispiel. — Herr Schuster,,,,Deutscher,A1,personal-info,049
goyal-a1-young-learners,writing,Übung 25,3,matching,"Bilde Sätze, die einen Sinn ergeben (Person + Land + Sprache). — Charles Prince (Flagge Großbritannien)",,,,Charles Prince kommt aus England. Er spricht Englisch.,A1,personal-info,049
goyal-a1-young-learners,writing,Übung 26,3,matching,Verbinde die Personen mit ihrer Nationalität. Schreib Sätze wie im Beispiel. — Herr Prince,,,,Engländer,A1,personal-info,049
goyal-a1-young-learners,writing,Übung 25,4,matching,"Bilde Sätze, die einen Sinn ergeben (Person + Land + Sprache). — Laura Caruso (Flagge Italien)",,,,Laura Caruso kommt aus Italien. Sie spricht Italienisch.,A1,personal-info,049
goyal-a1-young-learners,writing,Übung 26,4,matching,Verbinde die Personen mit ihrer Nationalität. Schreib Sätze wie im Beispiel. — Frau Caruso,,,,Italienerin,A1,personal-info,049
goyal-a1-young-learners,writing,Übung 25,5,matching,"Bilde Sätze, die einen Sinn ergeben (Person + Land + Sprache). — Heidi Egli (Flagge Schweiz)",,,,Heidi Egli kommt aus der Schweiz. Sie spricht Deutsch.,A1,personal-info,049
goyal-a1-young-learners,writing,Übung 26,5,matching,Verbinde die Personen mit ihrer Nationalität. Schreib Sätze wie im Beispiel. — Frau Egli,,,,Schweizerin,A1,personal-info,049
goyal-a1-young-learners,writing,Übung 25,6,matching,"Bilde Sätze, die einen Sinn ergeben (Person + Land + Sprache). — Julia Washington (Flagge USA)",,,,Julia Washington kommt aus den USA. Sie spricht Englisch.,A1,personal-info,049
goyal-a1-young-learners,writing,Übung 26,6,matching,Verbinde die Personen mit ihrer Nationalität. Schreib Sätze wie im Beispiel. — Frau Washington,,,,Amerikanerin,A1,personal-info,049
goyal-a1-young-learners,writing,Übung 25,7,matching,"Bilde Sätze, die einen Sinn ergeben (Person + Land + Sprache). — Antonio Bandas (Flagge Spanien)",,,,Antonio Bandas kommt aus Spanien. Er spricht Spanisch.,A1,personal-info,049
goyal-a1-young-learners,writing,Übung 26,7,matching,Verbinde die Personen mit ihrer Nationalität. Schreib Sätze wie im Beispiel. — Herr Bandas,,,,Spanier,A1,personal-info,049
goyal-a1-young-learners,writing,Übung 27,1,fill-in,"Ergänze den Dialog (Wortkästen: wo liegt, wo, woher, Türkisch, sprichst / komme, wohnt, Türkei, spreche, liegt). — Hallo Efer! ___ kommst du?",,,,Woher,A1,personal-info,050
goyal-a1-young-learners,listening,Übung 28,1,fill-in,"Hör die Interviews an und ergänze die Tabelle (Foto 1–3: Name, Herkunft, Wohnort, Sprachen).",,,,,A1,personal-info,050
goyal-a1-young-learners,writing,Übung 27,10,fill-in,"Ergänze den Dialog (Wortkästen: wo liegt, wo, woher, Türkisch, sprichst / komme, wohnt, Türkei, spreche, liegt). — Meine Mutter wohnt aber in der ___.",,,,Türkei,A1,personal-info,050
goyal-a1-young-learners,writing,Übung 27,2,fill-in,"Ergänze den Dialog (Wortkästen: wo liegt, wo, woher, Türkisch, sprichst / komme, wohnt, Türkei, spreche, liegt). — Ich ___ aus Denizli.",,,,komme,A1,personal-info,050
goyal-a1-young-learners,writing,Übung 27,3,fill-in,"Ergänze den Dialog (Wortkästen: wo liegt, wo, woher, Türkisch, sprichst / komme, wohnt, Türkei, spreche, liegt). — Denizli? ___ denn das?",,,,Wo liegt,A1,personal-info,050
goyal-a1-young-learners,writing,Übung 27,4,fill-in,"Ergänze den Dialog (Wortkästen: wo liegt, wo, woher, Türkisch, sprichst / komme, wohnt, Türkei, spreche, liegt). — Das ___ in der Türkei.",,,,liegt,A1,personal-info,050
goyal-a1-young-learners,writing,Übung 27,5,fill-in,"Ergänze den Dialog (Wortkästen: wo liegt, wo, woher, Türkisch, sprichst / komme, wohnt, Türkei, spreche, liegt). — Efer, sprichst du ___?",,,,Türkisch,A1,personal-info,050
goyal-a1-young-learners,writing,Übung 27,6,fill-in,"Ergänze den Dialog (Wortkästen: wo liegt, wo, woher, Türkisch, sprichst / komme, wohnt, Türkei, spreche, liegt). — Klar, aber ich ___ auch Deutsch.",,,,spreche,A1,personal-info,050
goyal-a1-young-learners,writing,Übung 27,7,fill-in,"Ergänze den Dialog (Wortkästen: wo liegt, wo, woher, Türkisch, sprichst / komme, wohnt, Türkei, spreche, liegt). — Ja, du ___ sehr gut Deutsch.",,,,sprichst,A1,personal-info,050
goyal-a1-young-learners,writing,Übung 27,8,fill-in,"Ergänze den Dialog (Wortkästen: wo liegt, wo, woher, Türkisch, sprichst / komme, wohnt, Türkei, spreche, liegt). — Efer, ___ wohnen deine Eltern?",,,,wo,A1,personal-info,050
goyal-a1-young-learners,writing,Übung 27,9,fill-in,"Ergänze den Dialog (Wortkästen: wo liegt, wo, woher, Türkisch, sprichst / komme, wohnt, Türkei, spreche, liegt). — Mein Vater ___ hier in Deutschland.",,,,wohnt,A1,personal-info,050
goyal-a1-young-learners,writing,Übung 29,1,short-answer,"Ergänze den Dialog — bilde die passende Frage zur Antwort: Ja, ich bin Herr Dupont.",,,,,A1,personal-info,051
goyal-a1-young-learners,listening,Übung 30,1,fill-in,Die Quizshow (Wer wird Millionär?). Hör zu und ergänze: Der Mann heißt ___ und kommt aus ___. Er wohnt in ___. Er arbeitet als ___. Seine Frau kommt aus ___. Er hat eine ___. Sie heißt ___. Sie spricht ___.,,,,,A1,personal-info,051
goyal-a1-young-learners,writing,Übung 29,2,short-answer,"Ergänze den Dialog — bilde die passende Frage zur Antwort: Ja, ich komme aus Frankreich.",,,,,A1,personal-info,051
goyal-a1-young-learners,writing,Übung 29,3,short-answer,"Ergänze den Dialog — bilde die passende Frage zur Antwort: Nein, ich wohne nicht in Paris.",,,,,A1,personal-info,051
goyal-a1-young-learners,writing,Übung 29,4,short-answer,Ergänze den Dialog — bilde die passende Frage zur Antwort: Ich wohne in Marseille.,,,,,A1,personal-info,051
goyal-a1-young-learners,writing,Übung 29,5,short-answer,Ergänze den Dialog — bilde die passende Frage zur Antwort: Natürlich spreche ich Französisch.,,,,,A1,personal-info,051
goyal-a1-young-learners,writing,Übung 29,6,short-answer,"Ergänze den Dialog — bilde die passende Frage zur Antwort: Ja, ich bin verheiratet.",,,,,A1,personal-info,051
goyal-a1-young-learners,writing,Übung 29,7,short-answer,"Ergänze den Dialog — bilde die passende Frage zur Antwort: Nein, meine Frau kommt aus Deutschland, aus Freiburg.",,,,,A1,personal-info,051
goyal-a1-young-learners,writing,Übung 29,8,short-answer,"Ergänze den Dialog — bilde die passende Frage zur Antwort: Ja, wir haben zwei Kinder.",,,,,A1,personal-info,051
goyal-a1-young-learners,writing,Übung 29,9,short-answer,Ergänze den Dialog — bilde die passende Frage zur Antwort: Natürlich! Sie sind zweisprachig.,,,,,A1,personal-info,051
goyal-a1-young-learners,,Übung 31,1,fill-in,Ergänze die Tabelle (Präsens). Konjugiere das Verb sprechen.,,,,"ich spreche, du sprichst, er/sie/es spricht, wir sprechen, ihr sprecht, sie/Sie sprechen",A1,mixed,052
goyal-a1-young-learners,,Übung 32,1,fill-in,Das Verb sprechen. Ergänze. — Luca kommt aus Italien. Er ___ Italienisch.,,,,spricht,A1,personal-info,052
goyal-a1-young-learners,,Übung 33,1,fill-in,"Das Verb haben. Ergänze. — ___ du Geschwister? Ja, ich ___ einen Bruder.",,,,Hast / habe,A1,mixed,052
goyal-a1-young-learners,,Übung 31,2,fill-in,Ergänze die Tabelle (Präsens). Konjugiere das Verb haben.,,,,"ich habe, du hast, er/sie/es hat, wir haben, ihr habt, sie/Sie haben",A1,mixed,052
goyal-a1-young-learners,,Übung 32,2,fill-in,Das Verb sprechen. Ergänze. — Ich ___ perfekt Englisch. Meine Mutter ist Engländerin.,,,,spreche,A1,personal-info,052
goyal-a1-young-learners,,Übung 33,2,fill-in,Das Verb haben. Ergänze. — Daniel ___ einen Hund und zwei Goldfische.,,,,hat,A1,mixed,052
goyal-a1-young-learners,,Übung 31,3,fill-in,Ergänze die Tabelle (Präsens). Konjugiere das Verb kommen.,,,,"ich komme, du kommst, er/sie/es kommt, wir kommen, ihr kommt, sie/Sie kommen",A1,mixed,052
goyal-a1-young-learners,,Übung 32,3,fill-in,"Das Verb sprechen. Ergänze. — Thomas, Max, ___ ihr Spanisch? Nein, aber wir ___ Englisch und ein bisschen Französisch.",,,,sprecht / sprechen,A1,personal-info,052
goyal-a1-young-learners,,Übung 33,3,fill-in,"Das Verb haben. Ergänze. — Petra, Claudia, ___ ihr Haustiere? Nein, wir ___ leider keine.",,,,habt / haben,A1,mixed,052
goyal-a1-young-learners,,Übung 31,4,fill-in,Ergänze die Tabelle (Präsens). Konjugiere das Verb trinken.,,,,"ich trinke, du trinkst, er/sie/es trinkt, wir trinken, ihr trinkt, sie/Sie trinken",A1,mixed,052
goyal-a1-young-learners,,Übung 32,4,fill-in,"Das Verb sprechen. Ergänze. — Frau Hoffmann, ___ Sie Englisch?",,,,sprechen,A1,personal-info,052
goyal-a1-young-learners,,Übung 33,4,fill-in,Das Verb haben. Ergänze. — Wer ___ ein Pferd? Florian. Er ___ sogar zwei Pferde.,,,,hat / hat,A1,mixed,052
goyal-a1-young-learners,,Übung 32,5,fill-in,Das Verb sprechen. Ergänze. — Hanna und Tina lernen schon drei Jahre Russisch. Sie ___ gut Russisch.,,,,sprechen,A1,personal-info,052
goyal-a1-young-learners,,Übung 33,5,fill-in,"Das Verb haben. Ergänze. — Herr Lehmann, ___ Sie Kinder? Ja, ich ___ einen Sohn.",,,,haben / habe,A1,mixed,052
goyal-a1-young-learners,,Übung 32,6,fill-in,"Das Verb sprechen. Ergänze. — Was ___ du? Ich ___ Italienisch, Englisch und ein bisschen Deutsch.",,,,sprichst / spreche,A1,personal-info,052
goyal-a1-young-learners,,Übung 33,6,fill-in,"Das Verb haben. Ergänze. — Lara, ___ du einen Freund? Ich ___ viele Freunde!",,,,hast / habe,A1,mixed,052
goyal-a1-young-learners,,Übung 32,7,fill-in,Das Verb sprechen. Ergänze. — Wer ___ Japanisch? Niemand ___ Japanisch.,,,,spricht / spricht,A1,personal-info,052
goyal-a1-young-learners,,Übung 33,7,fill-in,Das Verb haben. Ergänze. — Wie viele Tanten ___ du? Ich ___ nur eine Tante.,,,,hast / habe,A1,mixed,052
goyal-a1-young-learners,,Übung 33,8,fill-in,"Das Verb haben. Ergänze. — Frau Müller, Sie ___ eine Tochter, nicht wahr?",,,,haben,A1,mixed,052
goyal-a1-young-learners,,Übung 34,1,fill-in,"Das Verb trinken. Ergänze. — Herr Seidel, ___ Sie eine Tasse Kaffee? Ja, eine Tasse Kaffee ___ ich immer gern.",,,,trinken / trinke,A1,food,053
goyal-a1-young-learners,,Übung 35,1,fill-in,Ergänze die Tabelle. Konjugiere das Verb mögen.,,,,"ich mag, du magst, er/sie/es mag, wir mögen, ihr mögt, sie/Sie mögen",A1,mixed,053
goyal-a1-young-learners,,Übung 36,1,fill-in,"Das Verb mögen. Ergänze. — ___ du Tiere? Ja, ich ___ Tiere sehr.",,,,Magst / mag,A1,mixed,053
goyal-a1-young-learners,,Übung 37,1,fill-in,Ergänze die Tabelle. Konjugiere die Form möchte(n).,,,,"ich möchte, du möchtest, er/sie/es möchte, wir möchten, ihr möchtet, sie/Sie möchten",A1,food,053
goyal-a1-young-learners,,Übung 38,1,fill-in,"Die Form möchte(n). Ergänze. — Frau Weigel, was ___ Sie trinken?",,,,möchten,A1,food,053
goyal-a1-young-learners,,Übung 34,2,fill-in,Das Verb trinken. Ergänze. — Was ___ der Opa? Er ___ ein Bier.,,,,trinkt / trinkt,A1,food,053
goyal-a1-young-learners,,Übung 36,2,fill-in,Das Verb mögen. Ergänze. — Mein Hund ___ Würste sehr.,,,,mag,A1,mixed,053
goyal-a1-young-learners,,Übung 38,2,fill-in,Die Form möchte(n). Ergänze. — Ich ___ eine Tasse Kaffee.,,,,möchte,A1,food,053
goyal-a1-young-learners,,Übung 34,3,fill-in,"Das Verb trinken. Ergänze. — Was ___ wir? Cola, Mineralwasser oder Apfelsaft?",,,,trinken,A1,food,053
goyal-a1-young-learners,,Übung 36,3,fill-in,Das Verb mögen. Ergänze. — Meine Eltern ___ keine Haustiere. Deshalb habe ich keine!,,,,mögen,A1,mixed,053
goyal-a1-young-learners,,Übung 38,3,fill-in,"Die Form möchte(n). Ergänze. — Und du, Julia? Was ___ du?",,,,möchtest,A1,food,053
goyal-a1-young-learners,,Übung 34,4,fill-in,Das Verb trinken. Ergänze. — Ich ___ einen Apfelsaft. ___ du auch einen Apfelsaft?,,,,trinke / Trinkst,A1,food,053
goyal-a1-young-learners,,Übung 36,4,fill-in,Das Verb mögen. Ergänze. — Wir Kinder ___ keinen Salat und keine Karotten.,,,,mögen,A1,mixed,053
goyal-a1-young-learners,,Übung 38,4,fill-in,"Die Form möchte(n). Ergänze. — Ich ___ einen Apfelsaft, bitte.",,,,möchte,A1,food,053
goyal-a1-young-learners,,Übung 34,5,fill-in,"Das Verb trinken. Ergänze. — ___ ihr ein Glas Chianti? Nein, danke, wir ___ keinen Alkohol.",,,,Trinkt / trinken,A1,food,053
goyal-a1-young-learners,,Übung 36,5,fill-in,Das Verb mögen. Ergänze. — Unsere Katze Ikarus ___ Milch sehr.,,,,mag,A1,mixed,053
goyal-a1-young-learners,,Übung 38,5,fill-in,"Die Form möchte(n). Ergänze. — Max, Alex, was ___ ihr trinken?",,,,möchtet,A1,food,053
goyal-a1-young-learners,,Übung 34,6,fill-in,"Das Verb trinken. Ergänze. — Oma, ___ du einen Kamillentee? Nein, danke. Ich ___ ein Gläschen Whisky.",,,,trinkst / trinke,A1,food,053
goyal-a1-young-learners,,Übung 36,6,fill-in,"Das Verb mögen. Ergänze. — Frau Neumann, ___ Sie Hunde? Natürlich, ich ___ Hunde sehr!",,,,mögen / mag,A1,mixed,053
goyal-a1-young-learners,,Übung 38,6,fill-in,"Die Form möchte(n). Ergänze. — Wir ___ gern Cola oder Mineralwasser, bitte.",,,,möchten,A1,food,053
goyal-a1-young-learners,,Übung 38,7,fill-in,Die Form möchte(n). Ergänze. — Was ___ Tobias? Er ___ eine Cola.,,,,möchte / möchte,A1,food,053
goyal-a1-young-learners,,Übung 38,8,fill-in,"Die Form möchte(n). Ergänze. — ___ ihr etwas trinken? Nein danke, wir haben keinen Durst.",,,,Möchtet,A1,food,053
goyal-a1-young-learners,,Übung 39,1,fill-in,Wer? oder Was? Ergänze. — ___ trinkst du?,,,,Was,A1,mixed,054
goyal-a1-young-learners,,Übung 40,1,short-answer,"Bilde die passenden Fragen. — Antwort: Ich trinke nichts, danke.",,,,Was trinkst du?,A1,mixed,054
goyal-a1-young-learners,,Übung 41,1,fill-in,"Der, die oder das? Ergänze. — ___ Wohnzimmer ist gemütlich.",,,,das,A1,home,054
goyal-a1-young-learners,,Übung 42,1,fill-in,Bestimmter oder unbestimmter Artikel? Ergänze. — Das ist ___ Sofa von IDEA. ___ Sofa ist sehr bequem.,,,,ein / Das,A1,home,054
goyal-a1-young-learners,,Übung 43,1,fill-in,"Ergänze: Wie geht's dir? oder Wie geht's Ihnen? — Hallo, Jakob!",,,,Wie geht's dir?,A1,communication,054
goyal-a1-young-learners,,Übung 39,2,fill-in,Wer? oder Was? Ergänze. — ___ spricht man in der Schweiz?,,,,Was,A1,mixed,054
goyal-a1-young-learners,,Übung 40,2,short-answer,Bilde die passenden Fragen. — Antwort: Die Weigels wohnen in Augsburg.,,,,Wer wohnt in Augsburg?,A1,mixed,054
goyal-a1-young-learners,,Übung 41,2,fill-in,"Der, die oder das? Ergänze. — ___ Bett ist sehr bequem.",,,,das,A1,home,054
goyal-a1-young-learners,,Übung 42,2,fill-in,Bestimmter oder unbestimmter Artikel? Ergänze. — Das ist ___ PC von TECHNO. ___ PC hat 256 MB RAM.,,,,ein / Der,A1,home,054
goyal-a1-young-learners,,Übung 43,2,fill-in,"Ergänze: Wie geht's dir? oder Wie geht's Ihnen? — Guten Tag, Herr Lange!",,,,Wie geht's Ihnen?,A1,communication,054
goyal-a1-young-learners,,Übung 39,3,fill-in,Wer? oder Was? Ergänze. — ___ ist dein Bruder?,,,,Wer,A1,mixed,054
goyal-a1-young-learners,,Übung 40,3,short-answer,Bilde die passenden Fragen. — Antwort: Fatima kommt aus Istanbul.,,,,Wer kommt aus Istanbul?,A1,mixed,054
goyal-a1-young-learners,,Übung 41,3,fill-in,"Der, die oder das? Ergänze. — ___ Bad ist klein.",,,,das,A1,home,054
goyal-a1-young-learners,,Übung 42,3,fill-in,Bestimmter oder unbestimmter Artikel? Ergänze. — Das ist ___ Lampe von NETTY. ___ Lampe ist modern.,,,,eine / Die,A1,home,054
goyal-a1-young-learners,,Übung 43,3,fill-in,"Ergänze: Wie geht's dir? oder Wie geht's Ihnen? — Tag, Susi!",,,,Wie geht's dir?,A1,communication,054
goyal-a1-young-learners,,Übung 39,4,fill-in,Wer? oder Was? Ergänze. — ___ wohnt in Augsburg?,,,,Wer,A1,mixed,054
goyal-a1-young-learners,,Übung 40,4,short-answer,Bilde die passenden Fragen. — Antwort: Meine Katze mag Milch sehr.,,,,Was mag deine Katze?,A1,mixed,054
goyal-a1-young-learners,,Übung 41,4,fill-in,"Der, die oder das? Ergänze. — ___ Computer ist wirklich toll.",,,,der,A1,home,054
goyal-a1-young-learners,,Übung 42,4,fill-in,Bestimmter oder unbestimmter Artikel? Ergänze. — Das ist ___ Bild von Picasso. ___ Bild ist sehr originell.,,,,ein / Das,A1,home,054
goyal-a1-young-learners,,Übung 43,4,fill-in,"Ergänze: Wie geht's dir? oder Wie geht's Ihnen? — Grüß dich, Andreas!",,,,Wie geht's dir?,A1,communication,054
goyal-a1-young-learners,,Übung 39,5,fill-in,Wer? oder Was? Ergänze. — ___ spricht Stefan?,,,,Was,A1,mixed,054
goyal-a1-young-learners,,Übung 40,5,short-answer,Bilde die passenden Fragen. — Antwort: Florian spricht Russisch.,,,,Wer spricht Russisch?,A1,mixed,054
goyal-a1-young-learners,,Übung 41,5,fill-in,"Der, die oder das? Ergänze. — ___ Vase kommt aus Marokko.",,,,die,A1,home,054
goyal-a1-young-learners,,Übung 42,5,fill-in,Bestimmter oder unbestimmter Artikel? Ergänze. — Das ist ___ Vase von PRIXA. ___ Vase kostet nur 19 Euro.,,,,eine / Die,A1,home,054
goyal-a1-young-learners,,Übung 43,5,fill-in,"Ergänze: Wie geht's dir? oder Wie geht's Ihnen? — Guten Morgen, Herr Direktor!",,,,Wie geht's Ihnen?,A1,communication,054
goyal-a1-young-learners,,Übung 39,6,fill-in,Wer? oder Was? Ergänze. — ___ kommt aus Italien?,,,,Wer,A1,mixed,054
goyal-a1-young-learners,,Übung 40,6,short-answer,Bilde die passenden Fragen. — Antwort: Er spricht Deutsch und Englisch.,,,,Was spricht er?,A1,mixed,054
goyal-a1-young-learners,,Übung 41,6,fill-in,"Der, die oder das? Ergänze. — ___ Fernseher ist leider kaputt.",,,,der,A1,home,054
