collection,section,part,item,item_type,instruction,question,option_a,option_b,option_c,option_d,option_e,correct_answer,level,topic,source_page
cosmopolite-a1-methode,reading,,2b4,true-false,Lisez l'article « L'entreprise France 24 ». Vrai ou faux ? Pourquoi ?,Les journalistes de France 24 viennent de trois chaînes différentes mais ils travaillent ensemble.,,,,,,,A1,communication,106
cosmopolite-a1-methode,reading,,2c,matching,Associez les rubriques du programme du jeudi aux images.,Associez les rubriques du programme du jeudi aux images.,,,,,,,A1,communication,106
cosmopolite-a1-methode,speaking,,2d,open-ended,"En petits groupes. Vous connaissez France 24 ? Vous regardez ce média ? À la télévision, quels sont les programmes que vous préférez ? Pourquoi ?","En petits groupes. Vous connaissez France 24 ? Vous regardez ce média ? À la télévision, quels sont les programmes que vous préférez ? Pourquoi ?",,,,,,(open-ended),A1,communication,106
cosmopolite-a1-methode,reading,,1,short-answer,Lisez le portrait. Identifiez la personnalité présentée.,Lisez le portrait. Identifiez la personnalité présentée.,,,,,,,A1,personal-info,107
cosmopolite-a1-methode,reading,,2,matching,Associez les éléments au portrait :,"Associez les éléments au portrait : a. Lieu et date de naissance, enfance, description physique. b. Langues parlées et centres d'intérêt. c. Prix. d. Événements importants.",,,,,,,A1,personal-info,107
cosmopolite-a1-methode,speaking,,3,short-answer,"Choisissez une personnalité étrangère (écrivain, artiste, scientifique, politique, etc.).","Choisissez une personnalité étrangère (écrivain, artiste, scientifique, politique, etc.).",,,,,,,A1,personal-info,107
cosmopolite-a1-methode,writing,,4,writing-task,Rédigez le portrait de votre personnalité. Donnez des précisions sur son actualité (projets récents et projets à venir).,Rédigez le portrait de votre personnalité. Donnez des précisions sur son actualité (projets récents et projets à venir).,,,,,,(open-ended),A1,personal-info,107
cosmopolite-a1-methode,speaking,,5,speaking-task,Présentez votre portrait à la classe. Les autres groupes devinent de qui vous parlez.,Présentez votre portrait à la classe. Les autres groupes devinent de qui vous parlez.,,,,,,(open-ended),A1,personal-info,107
cosmopolite-a1-methode,writing,,6,writing-task,Illustrez votre portrait avec une photo.,Illustrez votre portrait avec une photo.,,,,,,(open-ended),A1,personal-info,107
cosmopolite-a1-methode,reading,Compréhension des écrits,1,short-answer,Lisez la biographie d'Amin Maalouf et répondez.,Amin Maalouf est né en quelle année ?,,,,,,1949,A1,personal-info,108
cosmopolite-a1-methode,speaking,Production orale - Exercice 1,1,speaking-task,"Vous vous présentez : vous parlez de vous et de votre famille (caractéristiques physiques, événements passés et actuels, projets).","Vous vous présentez : vous parlez de vous et de votre famille (caractéristiques physiques, événements passés et actuels, projets).",,,,,,(open-ended),A1,personal-info,108
cosmopolite-a1-methode,speaking,Production orale - Exercice 2,1,speaking-task,Vous posez des questions à un(e) étudiant(e) de votre cours à partir des mots suivants.,Vous posez des questions à un(e) étudiant(e) de votre cours à partir des mots suivants. ( Hier ? ) ( Livres ? ) ( Demain ? ) ( Langues ? ) ( Apprendre ? ) ( Améliorer ? ),,,,,,(open-ended),A1,personal-info,108
cosmopolite-a1-methode,reading,Compréhension des écrits,2,multiple-choice,Lisez la biographie d'Amin Maalouf et répondez.,Quelle est la profession des parents d'Amin Maalouf ?,Écrivains.,Reporters.,Enseignants.,,,Enseignants.,A1,personal-info,108
cosmopolite-a1-methode,reading,Compréhension des écrits,3,short-answer,Lisez la biographie d'Amin Maalouf et répondez.,Qu'est-ce qu'Amin Maalouf a fait en 1976 ?,,,,,,Il est parti s'installer en France avec sa femme et ses enfants.,A1,personal-info,108
cosmopolite-a1-methode,reading,Compréhension des écrits,4,multiple-choice,Lisez la biographie d'Amin Maalouf et répondez.,Quel est le titre du premier roman d'Amin Maalouf ?,Jeune Afrique.,Léon l'Africain.,Le Rocher de Tanios.,,,Léon l'Africain.,A1,personal-info,108
cosmopolite-a1-methode,reading,Compréhension des écrits,5,short-answer,Lisez la biographie d'Amin Maalouf et répondez.,"D'après la biographie, qu'est-ce qui s'est passé en 1993 ?",,,,,,Il a obtenu le prix Goncourt pour Le Rocher de Tanios.,A1,personal-info,108
cosmopolite-a1-methode,speaking,,1,open-ended,En petits groupes. Répondez. À votre avis…,Que représente cette carte ?,,,,,,(open-ended),A1,travel,109
cosmopolite-a1-methode,speaking,,2,open-ended,En petits groupes. Répondez. À votre avis…,Quelles photos représentent la francophonie ? Pourquoi ?,,,,,,(open-ended),A1,travel,109
cosmopolite-a1-methode,speaking,,3,open-ended,En petits groupes. Répondez. À votre avis…,À quoi correspond la couleur rouge sur cette carte ?,,,,,,,A1,travel,110
cosmopolite-a1-methode,reading,,1a,short-answer,Observez la page Internet (doc. 1). Identifiez :,Observez la page Internet (doc. 1). Identifiez le nom de l'agence et le type de voyages proposé.,,,,,,,A1,travel,111
cosmopolite-a1-methode,reading,,1b,short-answer,Observez la page Internet (doc. 1). Identifiez :,Identifiez la destination proposée.,,,,,,,A1,travel,111
cosmopolite-a1-methode,reading,,1c,short-answer,Observez la page Internet (doc. 1). Identifiez :,Identifiez le programme du séjour.,,,,,,,A1,travel,111
cosmopolite-a1-methode,reading,,1d,short-answer,Observez la page Internet (doc. 1). Identifiez :,Identifiez les informations pratiques.,,,,,,,A1,travel,111
cosmopolite-a1-methode,reading,,1e,short-answer,Observez la page Internet (doc. 1). Identifiez :,Identifiez comment demander des informations.,,,,,,,A1,travel,111
cosmopolite-a1-methode,reading,,2a,true-false,En petits groupes. Lisez le document 1. Vrai ou faux ? Pourquoi ?,Madagascar est une île asiatique.,,,,,,Faux,A1,travel,111
cosmopolite-a1-methode,reading,,2b,true-false,En petits groupes. Lisez le document 1. Vrai ou faux ? Pourquoi ?,Madagascar est une île francophone.,,,,,,Vrai,A1,travel,111
cosmopolite-a1-methode,reading,,2c,true-false,En petits groupes. Lisez le document 1. Vrai ou faux ? Pourquoi ?,Le nombre de voyageurs est limité.,,,,,,Vrai,A1,travel,111
cosmopolite-a1-methode,reading,,2d,true-false,En petits groupes. Lisez le document 1. Vrai ou faux ? Pourquoi ?,Un photographe accompagne les voyageurs et partage ses techniques.,,,,,,Vrai,A1,travel,111
cosmopolite-a1-methode,reading,,2e,true-false,En petits groupes. Lisez le document 1. Vrai ou faux ? Pourquoi ?,Le voyage photo s'adresse à des photographes professionnels.,,,,,,Faux,A1,travel,111
cosmopolite-a1-methode,reading,,2f,true-false,En petits groupes. Lisez le document 1. Vrai ou faux ? Pourquoi ?,L'agence conseille d'acheter un guide de voyage avant le séjour photo.,,,,,,Vrai,A1,travel,111
cosmopolite-a1-methode,reading,,2g,true-false,En petits groupes. Lisez le document 1. Vrai ou faux ? Pourquoi ?,Les voyageurs peuvent facilement rencontrer les habitants de l'île.,,,,,,Vrai,A1,travel,111
cosmopolite-a1-methode,speaking,,3,open-ended,En petits groupes. Que pensez-vous de ce type de voyages ? Êtes-vous intéressés ?,En petits groupes. Que pensez-vous de ce type de voyages ? Êtes-vous intéressés ?,,,,,,(open-ended),A1,travel,111
cosmopolite-a1-methode,reading,,4a,short-answer,Par deux. Relisez les rubriques « Mon séjour photo » et « Infos pratiques » (doc. 1). Relevez les informations sur :,Relevez les informations sur le programme des voyageurs.,,,,,,,A1,travel,111
cosmopolite-a1-methode,reading,,4b,short-answer,Par deux. Relisez les rubriques « Mon séjour photo » et « Infos pratiques » (doc. 1). Relevez les informations sur :,Relevez les informations sur le travail du photographe.,,,,,,,A1,travel,111
cosmopolite-a1-methode,reading,,4c,short-answer,Par deux. Relisez les rubriques « Mon séjour photo » et « Infos pratiques » (doc. 1). Relevez les informations sur :,Relevez les informations sur les échanges entre les voyageurs et les Malgaches.,,,,,,,A1,travel,111
cosmopolite-a1-methode,writing,,5,writing-task,En petits groupes.,Choisissez une destination francophone. Listez différentes formules de voyage. Rédigez la rubrique « Mon séjour » à la manière de l'agence de voyage Aguila (doc. 1).,,,,,,(open-ended),A1,travel,112
cosmopolite-a1-methode,listening,,6,short-answer,Écoutez la conversation téléphonique (doc. 2). Identifiez la situation.,Écoutez la conversation téléphonique (doc. 2). Identifiez la situation.,,,,,,,A1,travel,112
cosmopolite-a1-methode,listening,,7a,short-answer,Par deux. Réécoutez (doc. 2). Relevez le programme :,Par deux. Réécoutez (doc. 2). Relevez le programme des trois premiers jours.,,,,,,,A1,travel,112
cosmopolite-a1-methode,listening,,7b,short-answer,Par deux. Réécoutez (doc. 2). Relevez le programme :,Relevez le programme des quatre derniers jours.,,,,,,,A1,travel,112
cosmopolite-a1-methode,listening,,7c,short-answer,Par deux. Réécoutez (doc. 2). Relevez le programme :,Relevez le programme de la fin de la première semaine.,,,,,,,A1,travel,112
cosmopolite-a1-methode,listening,,8,multiple-choice,Écoutez encore (doc. 2).,Écoutez encore (doc. 2). Choisissez dans la liste ce qui est obligatoire pour partir à Madagascar. être un professionnel de la photo ● avoir un visa ● avoir un appareil photo ● faire des vaccins,avoir un visa,avoir un appareil photo,faire des vaccins,,,avoir un visa,A1,travel,112
cosmopolite-a1-methode,writing,,9,writing-task,Nous imaginons le programme d'un voyage. En petits groupes.,"Nous imaginons le programme d'un voyage. Choisissez une destination francophone, une formule de voyage et sa rubrique « mon séjour ».",,,,,,(open-ended),A1,travel,112
cosmopolite-a1-methode,grammar,Focus langue,a,fill-in,Observez ces extraits (doc. 2).,Observez ces extraits (doc. 2). Il faut avoir un visa. Vous devez avoir un visa. Choisissez.,,,,,,,A1,travel,112
cosmopolite-a1-methode,grammar,Focus langue,b,fill-in,Lisez ces extraits du programme (doc. 1). Complétez avec les verbes à l'infinitif.,Lisez ces extraits du programme (doc. 1). Complétez avec les verbes à l'infinitif.,,,,,,,A1,travel,112
cosmopolite-a1-methode,grammar,Focus langue,c,fill-in,Complétez la règle.,Complétez la règle.,,,,,,,A1,travel,112
cosmopolite-a1-methode,grammar,Focus langue,d,fill-in,Complétez avec les terminaisons du futur simple.,Complétez avec les terminaisons du futur simple.,,,,,,,A1,travel,112
cosmopolite-a1-methode,grammar,Focus langue,e,fill-in,"Par deux. Observez le verbe faire. Conjuguez les verbes pouvoir, avoir et être.","Par deux. Observez le verbe faire. Conjuguez les verbes pouvoir, avoir et être.",,,,,,,A1,travel,112
cosmopolite-a1-methode,reading,,1a,short-answer,Par deux. Observez le site Internet (doc. 1). Identifiez :,Par deux. Observez le site Internet (doc. 1). Identifiez le nom de l'agence de voyage.,,,,,,,A1,travel,113
cosmopolite-a1-methode,reading,,1b,short-answer,Par deux. Observez le site Internet (doc. 1). Identifiez :,Identifiez les deux types de voyage proposés.,,,,,,,A1,travel,113
cosmopolite-a1-methode,reading,,1c,short-answer,Par deux. Observez le site Internet (doc. 1). Identifiez :,Identifiez les trois destinations.,,,,,,,A1,travel,113
cosmopolite-a1-methode,reading,,2a,matching,Par deux. Lisez la page Internet (doc. 1).,"À quel type de voyage (en mission, en immersion ou les deux) correspondent les phrases suivantes ? Pourquoi ? 1. Je découvre la culture du pays. 2. Je travaille avec la communauté locale. 3. Je partage la vie des gens. 4. Je fais aussi du tourisme.",,,,,,,A1,travel,113
cosmopolite-a1-methode,reading,,2b,short-answer,Par deux. Lisez la page Internet (doc. 1).,Expliquez le slogan « Voyager autrement ».,,,,,,,A1,travel,113
cosmopolite-a1-methode,speaking,,3,open-ended,En petits groupes. Quelle formule vous préférez ? Pourquoi ?,En petits groupes. Quelle formule vous préférez ? Pourquoi ?,,,,,,(open-ended),A1,travel,113
cosmopolite-a1-methode,listening,,10,short-answer,Dites pourquoi chaque voyageur a choisi de faire un voyage pas comme les autres.,Dites pourquoi chaque voyageur a choisi de faire un voyage pas comme les autres.,,,,,,,A1,city-places,114
cosmopolite-a1-methode,listening,,11a,short-answer,Apprenons ensemble !,Marcelo a enregistré son témoignage pour l'émission Aller-Retour. Écoutez. Où est-il allé ?,,,,,,,A1,city-places,114
cosmopolite-a1-methode,grammar,,11b,fill-in,Apprenons ensemble !,Par deux. Aidez Marcelo à corriger ses erreurs.,,,,,,,A1,city-places,114
cosmopolite-a1-methode,writing,,12,writing-task,Nous rédigeons le descriptif d'une formule de voyage pour une destination francophone. En petits groupes.,Nous rédigeons le descriptif d'une formule de voyage pour une destination francophone. Reprenez la présentation de votre pays francophone (activité 7).,,,,,,(open-ended),A1,city-places,114
cosmopolite-a1-methode,reading,,4,multiple-choice,Observez le document 2. À quelle destination il correspond ? Choisissez.,Observez le document 2. À quelle destination il correspond ? Choisissez.,Amérique du Sud.,Afrique.,Asie.,,,Afrique.,A1,city-places,114
cosmopolite-a1-methode,reading,,5,short-answer,Par deux. Lisez le document 2. Relevez les formules qui permettent de situer et de localiser le pays.,Par deux. Lisez le document 2. Relevez les formules qui permettent de situer et de localiser le pays.,,,,,,,A1,city-places,114
cosmopolite-a1-methode,reading,,6a,short-answer,Relisez (doc. 2).,Relisez (doc. 2). Relevez les particularités du Burkina Faso.,,,,,,,A1,city-places,114
cosmopolite-a1-methode,speaking,,6b,open-ended,Relisez (doc. 2).,Quelles particularités vous préférez ?,,,,,,(open-ended),A1,city-places,114
cosmopolite-a1-methode,speaking,,7,speaking-task,En petits groupes.,"En petits groupes. Choisissez un pays francophone : le Niger, le Togo, la Côte d'Ivoire ou le Mali. Situez votre pays à l'aide d'une carte.",,,,,,(open-ended),A1,city-places,114
cosmopolite-a1-methode,listening,,8,short-answer,Écoutez l'émission (doc. 3). Est-ce que la journaliste interroge les voyageurs avant ou après leur voyage ?,Écoutez l'émission (doc. 3). Est-ce que la journaliste interroge les voyageurs avant ou après leur voyage ?,,,,,,,A1,city-places,114
cosmopolite-a1-methode,listening,,9a,short-answer,"Par deux. Réécoutez (doc. 3). Pour chaque voyageur, relevez les informations sur :","Par deux. Réécoutez (doc. 3). Pour chaque voyageur, relevez les informations sur les régions et le pays visités.",,,,,,,A1,city-places,114
cosmopolite-a1-methode,listening,,9b,short-answer,"Par deux. Réécoutez (doc. 3). Pour chaque voyageur, relevez les informations sur :","Pour chaque voyageur, relevez la formule de voyage choisie.",,,,,,,A1,city-places,114
cosmopolite-a1-methode,grammar,Focus langue,a,fill-in,Complétez avec les formules relevées dans l'activité 5.,Complétez avec les formules relevées dans l'activité 5.,,,,,,,A1,city-places,114
cosmopolite-a1-methode,grammar,Focus langue,y-a,fill-in,Par deux. Relisez vos réponses aux activités 6a et 10. Répondez et complétez avec des exemples.,Par deux. Relisez vos réponses aux activités 6a et 10. Répondez et complétez avec des exemples. Que remplace le pronom y dans ces phrases ?,,,,,,,A1,city-places,114
cosmopolite-a1-methode,reading,,1a,short-answer,Lisez le document 1. Répondez.,Lisez le document 1. Répondez. Qu'est-ce qu'une carte postale sonore ? Faites des hypothèses.,,,,,,,A1,city-places,115
cosmopolite-a1-methode,reading,,1b,short-answer,Lisez le document 1. Répondez.,Qu'est-ce qu'on peut gagner ?,,,,,,,A1,city-places,115
cosmopolite-a1-methode,listening,,2a,short-answer,Écoutez (doc. 1).,Écoutez (doc. 1). Vérifiez vos hypothèses.,,,,,,,A1,city-places,115
